id,age,year,wrkstat,hrs1,marital,degree,sphrs1,postlife,sex,SIBS,agekdbrn,othlang,born,neisafe,hsbio,hschem,tspac,nextgen,grass,hrlax,colsci,fmi,numpets,trust,tvhours,sop,ssi,sphrs2,educ,moos,faos,realrinc,wordsum,rhs,Male,pres
1437,22.0,2018,school,,5.0,high school,,yes,1,2.0,,no,yes,very safe,,,,,legal,,,14755.0,1.0,can't be too careful,,,,,15.0,64.0,,,,,male,32.0
1608,22.0,2018,school,,5.0,high school,,yes,1,1.0,,yes,yes,very safe,yes,yes,about right,strongly agree,legal,,yes,,,can't be too careful,0.0,,,,14.0,35.0,38.0,,4.0,good,male,
1716,22.0,2018,school,,5.0,high school,,,1,2.0,,yes,yes,very safe,yes,yes,too little,agree,,,yes,908.0,,,1.0,,,,14.0,,69.0,,8.0,good,male,
1717,22.0,2018,school,,5.0,high school,,,1,1.0,,yes,yes,very safe,yes,yes,,agree,,,yes,908.0,,,5.0,,,,15.0,,72.0,,6.0,,male,38.0
1985,22.0,2018,keeping house,,5.0,high school,,yes,2,8.0,,no,yes,somewhat safe,,,about right,,legal,,,,5.0,can't be too careful,,,,,12.0,32.0,,2951.0,,,female,30.0
2282,22.0,2018,keeping house,,5.0,high school,,,1,12.0,19.0,no,yes,somewhat unsafe,,,too much,,,,,227.0,0.0,depends,,,,,12.0,16.0,,,,excellent,male,
107,23.0,2018,working fulltime,64.0,5.0,high school,,yes,1,1.0,,no,yes,very safe,,,,,not legal,6.0,,72640.0,5.0,can't be too careful,12.0,,,,12.0,35.0,58.0,20430.0,3.0,,male,43.0
1836,23.0,2018,working fulltime,60.0,5.0,high school,,yes,2,4.0,20.0,no,yes,somewhat safe,,,too much,,not legal,0.0,,9647.0,0.0,can't be too careful,,38.0,28.0,,12.0,28.0,,,,fair,female,28.0
1149,23.0,2018,working parttime,60.0,3.0,lt high school,,,1,9.0,,yes,yes,very safe,,,too much,,legal,4.0,,,12.0,depends,,25.0,23.0,,11.0,38.0,,7377.0,,good,male,28.0
572,23.0,2018,working fulltime,55.0,5.0,bachelor,,yes,2,2.0,,yes,yes,somewhat safe,,,about right,,legal,4.0,,14755.0,0.0,can trust,,,,,16.0,48.0,60.0,14755.0,,excellent,female,39.0
1719,23.0,2018,working fulltime,54.0,5.0,high school,,yes,1,3.0,19.0,no,yes,very safe,no,yes,too much,strongly agree,,4.0,no,12485.0,,,3.0,,,,12.0,,38.0,10782.0,3.0,good,male,43.0
1512,23.0,2018,working fulltime,50.0,5.0,high school,,yes,2,1.0,,no,yes,somewhat safe,yes,no,about right,strongly agree,legal,1.0,yes,9647.0,,can't be too careful,1.0,42.0,34.0,,14.0,38.0,35.0,4086.0,6.0,excellent,female,31.0
1766,23.0,2018,working fulltime,50.0,1.0,high school,40.0,yes,2,6.0,20.0,no,yes,somewhat safe,yes,yes,,agree,,5.0,yes,24970.0,,,2.0,32.0,24.0,,13.0,42.0,35.0,,6.0,,female,35.0
1318,23.0,2018,working fulltime,42.0,5.0,bachelor,,yes,1,4.0,,yes,yes,very safe,,,too much,,legal,5.0,,54480.0,6.0,can trust,,,,,16.0,49.0,47.0,,,,male,52.0
1835,23.0,2018,working fulltime,42.0,5.0,lt high school,,yes,1,2.0,18.0,no,yes,very safe,yes,yes,,disagree,,6.0,no,9647.0,,,4.0,48.0,24.0,,12.0,48.0,38.0,,3.0,,male,33.0
754,23.0,2018,working fulltime,40.0,5.0,high school,,yes,1,1.0,,yes,no,somewhat unsafe,,,about right,,legal,5.0,,30645.0,1.0,can't be too careful,,,,,12.0,21.0,24.0,10782.0,,good,male,25.0
950,23.0,2018,working fulltime,40.0,5.0,junior college,,yes,2,4.0,,no,yes,somewhat safe,yes,yes,,agree,,4.0,yes,,,,0.0,,,,14.0,60.0,62.0,,6.0,good,female,46.0
1044,23.0,2018,working fulltime,40.0,5.0,high school,,yes,1,0.0,,no,yes,very safe,yes,yes,about right,agree,legal,1.0,yes,9647.0,,can't be too careful,2.0,,,,14.0,59.0,51.0,9647.0,8.0,excellent,male,65.0
1632,23.0,2018,working fulltime,40.0,5.0,high school,,yes,1,2.0,,no,yes,very safe,,,,,not legal,8.0,,,1.0,depends,,,,,12.0,39.0,66.0,,,,male,32.0
1783,23.0,2018,working fulltime,40.0,5.0,high school,,yes,2,2.0,19.0,no,yes,somewhat safe,,,,,legal,3.0,,12485.0,0.0,can trust,3.0,38.0,27.0,,12.0,35.0,40.0,,5.0,,female,48.0
1346,23.0,2018,working fulltime,37.0,5.0,high school,,yes,1,1.0,,no,yes,very safe,,,,,not legal,3.0,,54480.0,5.0,can't be too careful,,,,,13.0,38.0,43.0,14755.0,,,male,47.0
999,23.0,2018,working fulltime,36.0,5.0,high school,,yes,2,4.0,,yes,yes,somewhat safe,,,too little,,legal,5.0,,8512.0,3.0,depends,,16.0,13.0,,13.0,38.0,60.0,6242.0,,good,female,38.0
59,23.0,2018,working fulltime,35.0,5.0,lt high school,,yes,1,3.0,,yes,yes,somewhat safe,,,,,legal,4.0,,30645.0,,can't be too careful,,,,,11.0,36.0,16.0,30645.0,,,male,25.0
1510,23.0,2018,working fulltime,35.0,1.0,junior college,48.0,yes,2,3.0,20.0,yes,yes,somewhat unsafe,yes,yes,too much,agree,,2.0,yes,8512.0,,,1.0,26.0,22.0,,13.0,22.0,,5107.0,7.0,fair,female,48.0
2295,23.0,2018,working parttime,33.0,5.0,high school,,yes,2,5.0,20.0,no,yes,somewhat safe,yes,yes,about right,agree,,2.0,no,908.0,,,3.0,,,,13.0,33.0,,908.0,5.0,excellent,female,33.0
689,23.0,2018,working fulltime,32.0,5.0,high school,,yes,1,2.0,20.0,yes,yes,somewhat safe,,,,,legal,5.0,,4086.0,0.0,can't be too careful,,,,,12.0,,,,,,male,25.0
1663,23.0,2018,working parttime,32.0,5.0,high school,,yes,1,1.0,,no,yes,very safe,,,,,legal,4.0,,54480.0,6.0,can't be too careful,,38.0,27.0,,13.0,60.0,50.0,6242.0,,,male,35.0
788,23.0,2018,working parttime,24.0,5.0,lt high school,,yes,2,1.0,,no,yes,very safe,,,about right,strongly agree,,12.0,no,24970.0,,,5.0,,,,8.0,64.0,42.0,6242.0,6.0,excellent,female,46.0
1131,23.0,2018,temp not working,,5.0,high school,,yes,1,4.0,21.0,no,yes,somewhat unsafe,,,,,legal,21.0,,,0.0,can't be too careful,,,,,13.0,47.0,63.0,,,,male,24.0
2220,23.0,2018,"unempl, laid off",,5.0,high school,,yes,1,2.0,,no,yes,very safe,,,,,legal,,,227.0,0.0,can't be too careful,2.0,,,,12.0,21.0,40.0,,6.0,,male,24.0
1146,23.0,2018,school,,5.0,bachelor,,yes,2,13.0,,no,yes,somewhat safe,,,,,legal,,,12485.0,0.0,can't be too careful,,,,,16.0,24.0,74.0,9647.0,,,female,31.0
1710,23.0,2018,school,,5.0,bachelor,,,2,1.0,,no,yes,somewhat safe,,,,,legal,,,908.0,3.0,can't be too careful,,35.0,24.0,,17.0,35.0,27.0,,,,female,33.0
1862,23.0,2018,school,,5.0,high school,,yes,2,2.0,,no,yes,very safe,,,,,legal,,,908.0,1.0,can trust,,,,,14.0,56.0,66.0,908.0,,,female,48.0
1423,23.0,2018,keeping house,,5.0,lt high school,,yes,2,2.0,22.0,no,yes,very safe,yes,yes,about right,agree,legal,,no,20430.0,,can't be too careful,1.0,37.0,18.0,,11.0,47.0,36.0,1589.0,7.0,excellent,female,35.0
1645,23.0,2018,keeping house,,3.0,high school,,yes,2,1.0,22.0,no,yes,very safe,no,yes,about right,strongly agree,not legal,,no,20430.0,,can't be too careful,6.0,28.0,18.0,,14.0,45.0,46.0,,6.0,excellent,female,31.0
1922,24.0,2018,working fulltime,89.0,5.0,high school,,yes,1,3.0,,yes,yes,somewhat unsafe,yes,yes,about right,strongly agree,not legal,0.0,no,30645.0,,can't be too careful,0.0,32.0,25.0,,12.0,,48.0,14755.0,3.0,good,male,55.0
1800,24.0,2018,working fulltime,70.0,5.0,high school,,yes,1,7.0,23.0,no,yes,very safe,yes,yes,about right,strongly agree,,0.0,no,14755.0,,,4.0,,,,11.0,34.0,45.0,14755.0,3.0,excellent,male,24.0
1739,24.0,2018,working fulltime,60.0,5.0,bachelor,,yes,1,6.0,,no,yes,somewhat safe,,,,,legal,3.0,,20430.0,1.0,can trust,,48.0,24.0,,17.0,54.0,69.0,,,,male,74.0
1852,24.0,2018,working fulltime,60.0,5.0,high school,,yes,2,4.0,21.0,no,yes,very safe,yes,yes,,strongly agree,,2.0,yes,1589.0,,,1.0,,,,12.0,24.0,31.0,1589.0,6.0,excellent,female,48.0
1275,24.0,2018,working fulltime,55.0,5.0,bachelor,,no,1,2.0,,no,yes,somewhat safe,yes,yes,,agree,,1.0,yes,24970.0,,,1.0,,,,16.0,48.0,49.0,24970.0,7.0,,male,51.0
462,24.0,2018,working fulltime,50.0,5.0,bachelor,,yes,2,1.0,,no,yes,somewhat safe,,,too little,,legal,5.0,,14755.0,0.0,can't be too careful,,70.0,83.0,,17.0,60.0,49.0,4086.0,,excellent,female,64.0
1322,24.0,2018,working fulltime,50.0,1.0,high school,30.0,yes,1,2.0,,no,yes,very safe,,,,,not legal,2.0,,37455.0,2.0,can trust,,53.0,41.0,,12.0,48.0,39.0,30645.0,,,male,42.0
1440,24.0,2018,working fulltime,50.0,1.0,bachelor,35.0,,2,1.0,,no,yes,very safe,,,,,,4.0,,,1.0,can trust,,24.0,14.0,,16.0,47.0,44.0,,,,female,50.0
1482,24.0,2018,working fulltime,50.0,5.0,high school,,yes,2,1.0,,yes,yes,somewhat safe,yes,yes,too little,strongly agree,,5.0,yes,14755.0,,,3.0,,,,14.0,31.0,66.0,14755.0,6.0,good,female,49.0
1830,24.0,2018,working fulltime,50.0,5.0,high school,,,1,2.0,,no,yes,somewhat safe,yes,no,too little,strongly agree,legal,4.0,no,14755.0,,can't be too careful,1.0,,,,12.0,35.0,58.0,14755.0,7.0,excellent,male,24.0
1881,24.0,2018,working fulltime,48.0,5.0,high school,,yes,2,3.0,19.0,no,yes,somewhat safe,yes,yes,,strongly agree,,6.0,no,6242.0,,,2.0,35.0,20.0,,13.0,50.0,21.0,,4.0,,female,35.0
1244,24.0,2018,working fulltime,42.0,5.0,bachelor,,yes,2,4.0,,no,yes,very safe,,,,,legal,4.0,,10782.0,3.0,can't be too careful,0.0,,,,18.0,53.0,,,5.0,,female,35.0
1873,24.0,2018,working fulltime,42.0,5.0,lt high school,,,2,5.0,,no,yes,somewhat unsafe,yes,yes,,agree,legal,0.0,no,12485.0,,can't be too careful,4.0,,,,11.0,28.0,35.0,908.0,4.0,good,female,21.0
246,24.0,2018,working fulltime,40.0,5.0,high school,,yes,2,2.0,,yes,yes,somewhat unsafe,yes,no,about right,agree,,3.0,no,,,,1.0,,,,12.0,25.0,36.0,,2.0,excellent,female,38.0
1000,24.0,2018,working fulltime,40.0,5.0,high school,,yes,2,1.0,,no,yes,somewhat safe,yes,yes,about right,strongly agree,,4.0,no,17025.0,,,1.0,28.0,25.0,,12.0,49.0,31.0,17025.0,6.0,fair,female,49.0
1235,24.0,2018,working fulltime,40.0,5.0,high school,,yes,2,3.0,,no,yes,somewhat unsafe,,,,,not legal,3.0,,20430.0,3.0,can't be too careful,,46.0,52.0,,17.0,43.0,39.0,,,,female,31.0
1552,24.0,2018,working fulltime,40.0,1.0,high school,50.0,no,2,7.0,,no,yes,somewhat safe,yes,yes,about right,strongly agree,,3.0,no,17025.0,,,3.0,50.0,68.0,,12.0,24.0,49.0,9647.0,4.0,good,female,47.0
1962,24.0,2018,working fulltime,40.0,1.0,high school,40.0,yes,1,3.0,17.0,no,yes,somewhat safe,yes,yes,about right,agree,,4.0,no,17025.0,,,2.0,28.0,21.0,,12.0,47.0,27.0,14755.0,3.0,excellent,male,45.0
2261,24.0,2018,working fulltime,40.0,5.0,bachelor,,yes,2,2.0,,no,yes,somewhat safe,,,too much,,legal,3.0,,54480.0,0.0,can't be too careful,,,,,16.0,39.0,45.0,14755.0,,good,female,61.0
797,24.0,2018,working fulltime,37.0,5.0,high school,,yes,2,4.0,19.0,yes,yes,somewhat unsafe,yes,yes,about right,agree,legal,0.0,no,12485.0,,can't be too careful,1.0,37.0,18.0,,12.0,35.0,24.0,9647.0,5.0,excellent,female,61.0
794,24.0,2018,working fulltime,32.0,1.0,high school,,no,2,8.0,,yes,no,somewhat safe,,,about right,,not legal,3.0,,24970.0,0.0,can trust,,70.0,83.0,,,47.0,45.0,9647.0,,excellent,female,38.0
1082,24.0,2018,working fulltime,32.0,5.0,high school,,no,1,2.0,,no,yes,very unsafe,yes,yes,,agree,,6.0,no,14755.0,,,2.0,,,,13.0,61.0,,14755.0,8.0,,male,49.0
230,24.0,2018,working parttime,25.0,5.0,high school,,yes,2,3.0,19.0,yes,yes,somewhat safe,yes,yes,about right,strongly agree,legal,3.0,no,17025.0,,depends,3.0,35.0,20.0,,12.0,48.0,38.0,,4.0,good,female,21.0
1948,24.0,2018,working fulltime,24.0,5.0,bachelor,,no,1,2.0,,yes,yes,very safe,yes,yes,too little,agree,,3.0,yes,6242.0,,,2.0,,,,16.0,46.0,51.0,4086.0,7.0,good,male,54.0
2195,24.0,2018,working parttime,16.0,5.0,high school,,no,2,1.0,,yes,no,very safe,yes,yes,about right,strongly agree,,2.0,yes,,,,2.0,,,,12.0,45.0,,908.0,2.0,excellent,female,33.0
1102,24.0,2018,working parttime,15.0,5.0,lt high school,,yes,2,1.0,,no,yes,somewhat safe,,,,,legal,0.0,,9647.0,4.0,can't be too careful,,31.0,39.0,,13.0,33.0,,908.0,,,female,31.0
394,24.0,2018,temp not working,,5.0,graduate,,no,2,1.0,,yes,no,very safe,,,,,legal,3.0,,3405.0,0.0,can trust,,64.0,82.0,,17.0,80.0,80.0,,,,female,74.0
445,24.0,2018,"unempl, laid off",,1.0,high school,35.0,yes,2,3.0,18.0,yes,no,somewhat safe,,,,,legal,,,45400.0,0.0,can't be too careful,,35.0,20.0,,12.0,33.0,33.0,,,,female,33.0
724,24.0,2018,"unempl, laid off",,5.0,bachelor,,yes,1,1.0,,yes,yes,somewhat safe,,,about right,,legal,,,63560.0,0.0,can't be too careful,,,,,16.0,36.0,48.0,,,excellent,male,
330,24.0,2018,school,,5.0,bachelor,,yes,2,1.0,,no,yes,very safe,,,about right,,legal,,,30645.0,0.0,can't be too careful,,,,,16.0,53.0,,2043.0,,excellent,female,47.0
1358,24.0,2018,school,,5.0,high school,,yes,1,3.0,,no,yes,very safe,,,,,not legal,,,12485.0,1.0,can't be too careful,1.0,,,,16.0,60.0,24.0,12485.0,9.0,,male,70.0
1715,24.0,2018,school,,5.0,high school,,,1,2.0,,yes,yes,very safe,,,,,legal,,,,1.0,can't be too careful,1.0,,,,17.0,64.0,44.0,2043.0,7.0,,male,74.0
1718,24.0,2018,school,,5.0,bachelor,,yes,1,1.0,,no,yes,very safe,,,,,legal,,,2497.0,1.0,depends,2.0,,,,17.0,47.0,38.0,,7.0,,male,
2030,24.0,2018,school,,1.0,bachelor,,yes,1,2.0,21.0,no,yes,somewhat safe,,,,,legal,,,4086.0,0.0,can trust,,21.0,14.0,,19.0,31.0,39.0,,,,male,31.0
614,24.0,2018,keeping house,,1.0,high school,40.0,yes,2,4.0,22.0,yes,yes,somewhat safe,yes,yes,about right,strongly agree,not legal,,yes,30645.0,,can't be too careful,4.0,43.0,36.0,,15.0,47.0,,,6.0,good,female,
617,24.0,2018,keeping house,,5.0,high school,,yes,2,0.0,,yes,no,somewhat safe,,,,,not legal,,,4086.0,0.0,can trust,,,,,14.0,28.0,28.0,,,,female,
1344,24.0,2018,keeping house,,1.0,high school,72.0,yes,2,1.0,23.0,no,yes,somewhat safe,,,about right,,not legal,,,,2.0,can't be too careful,,34.0,21.0,,12.0,,50.0,227.0,,,female,31.0
1455,24.0,2018,keeping house,,5.0,lt high school,,yes,2,3.0,16.0,no,yes,very safe,,,about right,agree,legal,,no,5107.0,,can't be too careful,5.0,24.0,20.0,,8.0,47.0,28.0,1589.0,7.0,good,female,21.0
847,25.0,2018,working fulltime,84.0,1.0,high school,,yes,1,2.0,18.0,no,yes,somewhat unsafe,,,,,legal,8.0,,14755.0,0.0,can't be too careful,,,,,12.0,31.0,48.0,14755.0,,,male,35.0
2167,25.0,2018,working fulltime,64.0,5.0,high school,,yes,1,7.0,22.0,yes,yes,somewhat unsafe,yes,yes,,agree,,2.0,yes,24970.0,,,2.0,33.0,22.0,,14.0,40.0,48.0,12485.0,6.0,,male,50.0
904,25.0,2018,working fulltime,62.0,5.0,high school,,no,1,3.0,,no,yes,very unsafe,,,,,legal,5.0,,14755.0,0.0,can't be too careful,3.0,,,,12.0,64.0,42.0,14755.0,1.0,,male,24.0
1607,25.0,2018,working fulltime,60.0,5.0,high school,,no,1,1.0,23.0,no,yes,very safe,,,,,legal,5.0,,,14.0,can't be too careful,,35.0,25.0,,13.0,48.0,28.0,,,,male,29.0
1725,25.0,2018,working fulltime,60.0,1.0,high school,,yes,2,3.0,,no,yes,very safe,yes,no,,strongly agree,legal,6.0,no,24970.0,,can't be too careful,1.0,,,,13.0,35.0,,20430.0,5.0,excellent,female,38.0
1699,25.0,2018,working fulltime,55.0,1.0,high school,,,2,5.0,18.0,yes,yes,somewhat safe,,,,,legal,9.0,,6242.0,1.0,can't be too careful,0.0,,,,13.0,,42.0,1589.0,5.0,,female,21.0
2337,25.0,2018,working fulltime,55.0,5.0,bachelor,,no,2,1.0,,no,yes,very safe,,,,,legal,4.0,,17025.0,0.0,can't be too careful,2.0,,,,16.0,45.0,46.0,4086.0,8.0,,female,58.0
987,25.0,2018,working fulltime,52.0,5.0,bachelor,,no,1,2.0,,no,no,very safe,yes,yes,too little,strongly agree,,6.0,yes,45400.0,,,1.0,38.0,59.0,,17.0,46.0,53.0,2497.0,8.0,excellent,male,58.0
1218,25.0,2018,working fulltime,52.0,5.0,high school,,,2,8.0,19.0,no,yes,somewhat safe,,,about right,,legal,1.0,,20430.0,0.0,can trust,,43.0,36.0,,12.0,45.0,18.0,,,good,female,51.0
1228,25.0,2018,working fulltime,50.0,5.0,high school,,yes,2,7.0,,yes,yes,very safe,yes,no,about right,strongly agree,,3.0,no,14755.0,,,1.0,,,,13.0,61.0,36.0,12485.0,5.0,excellent,female,74.0
1360,25.0,2018,working fulltime,46.0,5.0,high school,,,2,1.0,,yes,yes,very safe,no,no,too little,agree,legal,5.0,no,30645.0,,can't be too careful,3.0,,,,14.0,47.0,,2497.0,8.0,good,female,25.0
316,25.0,2018,working fulltime,45.0,5.0,bachelor,,yes,2,1.0,,no,yes,very safe,,,,,legal,1.0,,14755.0,0.0,can trust,,,,,16.0,53.0,54.0,14755.0,,,female,38.0
1749,25.0,2018,working fulltime,45.0,5.0,high school,,no,1,13.0,24.0,no,yes,somewhat safe,,,about right,,legal,2.0,,9647.0,1.0,can't be too careful,,24.0,20.0,,10.0,29.0,,9647.0,,good,male,35.0
307,25.0,2018,working fulltime,40.0,5.0,bachelor,,yes,1,3.0,,no,yes,very safe,,,about right,,not legal,6.0,,,1.0,can trust,,,,,17.0,,80.0,,,excellent,male,74.0
730,25.0,2018,working fulltime,40.0,5.0,high school,,no,1,5.0,,no,yes,somewhat unsafe,,,,,legal,4.0,,14755.0,0.0,can't be too careful,2.0,,,,12.0,,42.0,,3.0,,male,35.0
962,25.0,2018,working fulltime,40.0,5.0,bachelor,,yes,2,1.0,,no,yes,very safe,,,,,legal,3.0,,14755.0,2.0,can't be too careful,,60.0,76.0,,16.0,60.0,53.0,14755.0,,,female,39.0
1610,25.0,2018,working fulltime,40.0,5.0,high school,,no,1,5.0,,no,yes,very safe,,,too little,,not legal,5.0,,8512.0,4.0,can trust,,,,,12.0,,44.0,,,good,male,25.0
1841,25.0,2018,working fulltime,40.0,5.0,high school,,no,1,3.0,,no,yes,very safe,yes,yes,,strongly agree,legal,3.0,no,8512.0,,depends,2.0,,,,12.0,47.0,45.0,8512.0,7.0,excellent,male,49.0
2013,25.0,2018,working fulltime,40.0,5.0,bachelor,,yes,1,1.0,,no,yes,somewhat safe,,,,,legal,3.0,,8512.0,0.0,can't be too careful,,,,,16.0,43.0,35.0,8512.0,,,male,50.0
2034,25.0,2018,working fulltime,40.0,1.0,high school,50.0,no,2,1.0,,no,yes,somewhat safe,,,,,legal,4.0,,14755.0,0.0,can trust,0.0,36.0,21.0,,14.0,32.0,45.0,9647.0,7.0,,female,52.0
1511,25.0,2018,working fulltime,36.0,5.0,junior college,,yes,2,7.0,,no,yes,somewhat safe,,,,,legal,2.0,,20430.0,0.0,can't be too careful,,,,,16.0,45.0,,20430.0,,,female,48.0
648,25.0,2018,working fulltime,35.0,1.0,lt high school,,yes,1,10.0,23.0,yes,no,somewhat safe,,,,,not legal,1.0,,,0.0,can't be too careful,1.0,,,,11.0,25.0,,,3.0,,male,28.0
883,25.0,2018,working fulltime,35.0,5.0,high school,,yes,2,2.0,22.0,yes,yes,very safe,yes,yes,about right,strongly agree,,10.0,no,10782.0,,,0.0,,,,14.0,,31.0,,6.0,good,female,35.0
1129,25.0,2018,working parttime,35.0,5.0,bachelor,,yes,1,3.0,,yes,yes,very safe,,,,,legal,5.0,,10782.0,0.0,can trust,2.0,,,,17.0,48.0,62.0,,8.0,,male,48.0
2135,25.0,2018,working fulltime,30.0,1.0,high school,40.0,no,2,0.0,,no,yes,very safe,no,yes,about right,agree,legal,3.0,yes,20430.0,,can't be too careful,1.0,35.0,26.0,,15.0,35.0,,9647.0,6.0,,female,55.0
1928,25.0,2018,working parttime,22.0,5.0,high school,,no,2,2.0,,no,yes,somewhat unsafe,,,too much,,legal,5.0,,20430.0,2.0,can't be too careful,,,,,12.0,,60.0,2497.0,,poor,female,32.0
582,25.0,2018,working parttime,20.0,5.0,high school,,no,1,0.0,,no,yes,somewhat safe,yes,yes,about right,strongly agree,,10.0,no,5107.0,,,1.0,,,,12.0,32.0,,,7.0,,male,47.0
728,25.0,2018,working parttime,20.0,5.0,high school,,no,1,2.0,,no,yes,somewhat unsafe,yes,yes,too much,agree,,4.0,yes,9647.0,,,4.0,,,,14.0,48.0,,2497.0,6.0,good,male,31.0
748,25.0,2018,working parttime,20.0,5.0,high school,,yes,2,0.0,20.0,no,yes,very safe,,,,,not legal,4.0,,7377.0,0.0,can't be too careful,,,,,12.0,64.0,,7377.0,,,female,30.0
1833,25.0,2018,working parttime,20.0,5.0,high school,,yes,2,6.0,,no,yes,very safe,,,,,legal,8.0,,7377.0,0.0,can't be too careful,,,,,12.0,38.0,,5107.0,,fair,female,48.0
1519,25.0,2018,working parttime,16.0,1.0,junior college,40.0,yes,2,6.0,24.0,no,yes,very safe,yes,yes,about right,strongly agree,legal,0.0,no,30645.0,,depends,12.0,50.0,46.0,,14.0,46.0,27.0,12485.0,3.0,good,female,36.0
992,25.0,2018,working parttime,8.0,5.0,high school,,,1,1.0,,no,yes,somewhat safe,yes,yes,about right,agree,legal,4.0,yes,37455.0,,can't be too careful,8.0,31.0,39.0,,14.0,17.0,53.0,6242.0,7.0,,male,25.0
2208,25.0,2018,working parttime,8.0,5.0,high school,,yes,1,2.0,,no,yes,somewhat safe,,,,,legal,5.0,,4086.0,1.0,can trust,0.0,,,,12.0,36.0,28.0,,4.0,,male,48.0
140,25.0,2018,working fulltime,6.0,5.0,high school,,yes,2,4.0,,yes,yes,very safe,no,no,,agree,,8.0,yes,14755.0,,,3.0,,,,15.0,17.0,37.0,5107.0,3.0,good,female,64.0
210,25.0,2018,"unempl, laid off",,5.0,high school,,yes,2,1.0,,yes,yes,very safe,no,no,,strongly agree,not legal,,no,,,can trust,8.0,,,,12.0,38.0,31.0,,3.0,fair,female,24.0
823,25.0,2018,school,,5.0,high school,,,1,1.0,,no,yes,very safe,,,too little,,legal,,,45400.0,2.0,can trust,,,,,15.0,48.0,60.0,3405.0,,excellent,male,29.0
852,25.0,2018,school,,5.0,high school,,yes,1,3.0,21.0,yes,yes,somewhat unsafe,,,,,legal,,,24970.0,1.0,can't be too careful,,,,,12.0,60.0,45.0,20430.0,,,male,38.0
1461,25.0,2018,school,,1.0,high school,,no,1,1.0,,yes,yes,somewhat safe,,,,,legal,,,227.0,1.0,can't be too careful,,32.0,35.0,,15.0,49.0,38.0,,,,male,31.0
2312,25.0,2018,school,,5.0,high school,,yes,2,7.0,22.0,no,yes,very safe,yes,yes,too much,agree,,,yes,14755.0,,,0.0,,,,14.0,53.0,35.0,4086.0,5.0,good,female,40.0
906,25.0,2018,keeping house,,5.0,high school,,yes,1,5.0,,no,yes,very unsafe,,,,,legal,,,227.0,0.0,depends,,,,,13.0,61.0,,,,,male,
1887,25.0,2018,keeping house,,1.0,high school,80.0,yes,2,6.0,19.0,no,yes,somewhat unsafe,,,too little,,legal,,,54480.0,7.0,can't be too careful,,45.0,38.0,,12.0,,46.0,,,excellent,female,
1988,25.0,2018,keeping house,,5.0,high school,,yes,2,7.0,,no,yes,somewhat unsafe,yes,no,,strongly agree,,,yes,2497.0,,,2.0,39.0,67.0,,12.0,,35.0,,3.0,,female,35.0
2291,25.0,2018,keeping house,,5.0,lt high school,,yes,2,4.0,19.0,no,yes,somewhat safe,,,,,legal,,,5107.0,0.0,can't be too careful,,22.0,14.0,,11.0,48.0,,,,,female,
2080,26.0,2018,working fulltime,89.0,1.0,high school,,yes,1,2.0,21.0,no,yes,somewhat safe,,,,,legal,5.0,,12485.0,1.0,can't be too careful,4.0,,,,12.0,36.0,,10782.0,5.0,,male,25.0
1768,26.0,2018,working fulltime,80.0,5.0,high school,,yes,2,8.0,24.0,yes,yes,somewhat safe,yes,yes,about right,agree,,2.0,no,20430.0,,,3.0,59.0,77.0,,12.0,,59.0,14755.0,8.0,good,female,50.0
1464,26.0,2018,working fulltime,70.0,5.0,high school,,yes,1,5.0,19.0,no,yes,,yes,no,about right,agree,legal,7.0,no,10782.0,,can't be too careful,1.0,,,,12.0,38.0,,9647.0,4.0,good,male,28.0
337,26.0,2018,working fulltime,60.0,5.0,graduate,,yes,2,1.0,,yes,yes,very safe,,,,,not legal,1.0,,20430.0,0.0,can trust,1.0,,,,16.0,53.0,41.0,17025.0,9.0,,female,17.0
998,26.0,2018,working fulltime,54.0,5.0,high school,,no,2,2.0,17.0,no,yes,somewhat unsafe,yes,yes,too little,strongly agree,legal,4.0,yes,17025.0,,can't be too careful,2.0,53.0,73.0,,15.0,47.0,,,6.0,good,female,59.0
597,26.0,2018,working fulltime,50.0,5.0,high school,,yes,1,3.0,25.0,yes,yes,somewhat safe,no,no,about right,disagree,,3.0,no,20430.0,,,1.0,,,,12.0,25.0,,12485.0,4.0,excellent,male,27.0
2315,26.0,2018,working fulltime,50.0,5.0,high school,,yes,1,1.0,,no,yes,somewhat safe,yes,yes,about right,agree,not legal,8.0,no,17025.0,,can trust,1.0,,,,12.0,64.0,43.0,17025.0,8.0,good,male,57.0
531,26.0,2018,working fulltime,48.0,5.0,high school,,yes,2,4.0,,no,yes,somewhat safe,yes,no,,agree,,5.0,no,1589.0,,,4.0,,,,12.0,39.0,,908.0,7.0,,female,31.0
1012,26.0,2018,working fulltime,48.0,5.0,high school,,yes,2,4.0,,no,yes,somewhat safe,,,,,legal,6.0,,12485.0,1.0,can't be too careful,,,,,13.0,48.0,,12485.0,,,female,24.0
242,26.0,2018,working fulltime,45.0,5.0,high school,,yes,1,3.0,19.0,yes,yes,,,,too much,,legal,5.0,,20430.0,4.0,can't be too careful,,,,,13.0,,36.0,20430.0,,,male,36.0
969,26.0,2018,working fulltime,42.0,4.0,high school,,yes,2,6.0,19.0,no,yes,very safe,,,too much,,legal,1.0,,45400.0,0.0,can't be too careful,,35.0,32.0,,12.0,30.0,28.0,45400.0,,fair,female,31.0
